,CPE1,CPE2,CPE3,CPE4,CPE5,CPE6,CPE7,S1_LVL,S2_LVL,S3_LVL,S4_LVL,CPER2,CPEUN
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92,0.0,0.0,0.0,73.0,186.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.956521739,0.0,0.0,0.0,51.0,191.0
228,0.1375,0.0,0.0,6.7115263160000005,4.039089744,0.0,0.0,4.272727273,2.842105263,0.0,0.0,115.0,197.0
229,0.0,0.0,0.0,0.0,15.02628425,0.0,0.0,5.434782609,2.130434783,0.0,0.0,151.0,193.0
230,0.0,0.0,0.0,0.0,13.909390109,0.0,0.0,4.88,0.0,0.0,0.0,185.0,199.0
231,0.0,0.0,0.0,0.0,15.128932692,0.0,0.0,2.222222222,0.0,0.0,0.0,192.0,196.0
232,0.0,0.0,0.0,0.0,14.429613636,0.0,0.0,0.25,0.0,0.0,0.0,115.0,196.0
233,0.0,0.0,0.0,0.0,14.529519480000001,0.0,0.0,0.083333333,0.0,0.0,0.0,126.0,195.0
234,0.0,0.0,0.0,0.0,14.3208,0.0,0.0,0.25,0.0,0.0,0.0,103.0,190.0
235,0.354391304,0.0,0.0,0.0,15.808572222000002,0.0,0.0,3.708333333,0.0,0.0,0.0,187.0,190.0
236,0.0,0.0,0.0,0.0,14.992075757999999,0.0,0.0,21.38461538,0.0,0.0,0.0,225.0,190.0
237,0.0,0.0,0.0,0.0,14.042566433000001,0.0,0.0,12.2173913,0.0,0.0,0.0,263.0,190.0
238,0.0,0.0,0.0,0.0,14.548519047,0.0,0.0,5.346153846,0.0,0.0,0.0,11.0,112.0
239,0.28447619,0.705333333,0.705333333,0.0,5.595706849999999,0.0,0.0,10.125,0.0,0.0,0.0,202.0,5.0
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65217391,0.0,0.0,0.0,183.0,34.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,0.0,0.0,0.0,95.0,42.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68,6.04,0.0,0.0,99.0,52.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.73076923,7.0,0.0,7.307692308,74.0,72.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.347826087,7.333333333,0.0,1.409090909,62.0,88.0
245,0.0,0.0,0.0,0.009666667,0.0,0.0,0.0,4.823529412,2.052631579,0.0,0.0,60.0,47.0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,57.0,55.0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.423076923,0.0,0.0,0.0,56.0,29.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,53.0,13.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,16.0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,49.0,14.0
251,0.0,0.0,0.0,0.41425,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,14.0
252,0.0,0.0,0.0,0.41425,17.295749999999998,0.0,0.0,6.0,2.142857143,0.0,0.0,28.0,14.0
253,0.0,0.0,0.0,0.0,17.295749999999998,0.0,0.0,4.48,2.958333333,0.0,0.0,164.0,14.0
254,0.356545455,0.0,0.0,0.0,9.722941177,0.0,0.0,3.714285714,3.045454545,0.0,0.0,209.0,13.0
255,0.0,0.0,0.0,0.0,9.774913158,0.0,0.0,4.071428571,3.107142857,0.0,0.0,225.0,14.0
256,0.0,0.0,0.0,0.0,9.755947369,0.0,0.0,1.68,2.48,0.0,0.0,194.0,15.0
257,0.0,0.0,0.0,0.0,9.65602924,0.0,0.0,1.0,1.434782609,0.0,0.0,188.0,16.0
258,0.0,0.0,0.0,0.0,9.785368421,0.0,0.0,2.703703704,0.185185185,0.0,0.0,189.0,14.0
259,0.0,0.0,0.0,0.0,9.789,0.0,0.0,0.64,0.16,0.0,0.0,192.0,14.0
260,0.0,0.0,0.0,0.0,9.763052632,0.0,0.0,0.0,0.214285714,0.0,0.0,172.0,14.0
261,0.0,0.0,0.0,0.0,9.755473684,0.0,0.0,0.0,0.0,0.0,0.0,206.0,14.0
262,0.0,0.0,0.0,0.0,9.772954887000001,0.0,0.0,0.0,0.153846154,0.0,0.0,7.0,14.0
263,0.0,0.0,0.0,0.0,3.6260624999999997,0.0,0.0,0.0,0.24,0.0,0.0,209.0,9.0
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,173.0,14.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.047619048,4.590909091,0.0,0.0,143.0,18.0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68181818,2.523809524,0.0,0.0,122.0,15.0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,2.0,0.0,0.0,114.0,14.0
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.16,7.0,0.0,0.0,92.0,5.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76923077,1.08,0.0,0.0,76.0,6.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.18518519,0.0,0.0,0.0,68.0,4.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33333333,1.555555556,0.0,0.0,65.0,8.0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.84615385,6.481481481,0.0,0.0,59.0,22.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.045454545,6.086956522,0.0,0.0,59.0,49.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,0.0,0.761904762,0.0,53.0,145.0
275,0.0,0.0,0.0,1.1284,0.0,0.0,0.0,3.142857143,0.0,0.0,0.0,3.0,144.0
276,0.0,0.0,0.0,1.1284,0.0,0.0,0.0,7.684210526,0.0,0.0,0.0,94.0,143.0
277,0.0,0.0,0.0,1.1284,9.589433332999999,0.0,0.0,8.0,0.0,3.285714286,0.0,131.0,140.0
278,0.0,0.0,0.0,2.044416667,9.589433332999999,0.0,0.0,5.909090909,0.0,1.5,0.0,173.0,140.0
279,0.0,0.0,0.0,0.0,9.8351,0.0,0.0,4.904761905,0.0,1.5,0.0,168.0,141.0
280,0.0,0.0,0.0,0.0,9.662749999999999,0.0,0.0,4.545454545,0.0,1.5,0.0,196.0,141.0
281,0.0,0.0,0.0,0.0,9.749189474,0.0,0.0,3.157894737,0.0,1.5,0.0,205.0,141.0
282,0.0,0.0,0.0,0.0,9.751566666999999,0.0,0.0,1.714285714,0.0,1.5,0.0,190.0,141.0
283,0.0,0.0,0.0,0.0,9.673389474,0.0,0.0,0.428571429,0.0,1.5,0.0,184.0,141.0
284,0.0,0.0,0.0,0.0,9.697210526,0.0,0.0,0.952380952,0.0,1.5,0.0,182.0,142.0
285,0.0,0.0,0.0,0.0,9.717142856999999,0.0,0.0,0.666666667,0.0,1.5,0.0,180.0,143.0
286,0.0,0.0,0.0,0.0,9.703802005,0.0,0.0,0.5,0.0,1.5,0.0,7.0,2.0
287,0.0,0.0,0.0,0.0,8.517573529,0.0,0.0,0.619047619,0.0,1.5,0.0,181.0,92.0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,138.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.18181818,0.0,0.0,0.0,126.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,133.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.461538462,0.0,0.0,0.074074074,113.0,3.0
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.043478261,0.0,0.0,0.590909091,100.0,6.0
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.259259259,0.0,29.24,1.076923077,86.0,7.0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,39.1,1.0625,76.0,7.0
295,0.0,0.0,0.0,1.1997,0.0,0.0,0.0,1.954545455,0.0,28.0,1.285714286,69.0,6.0
296,0.0,0.0,0.0,0.6816,0.0,0.0,0.0,2.0,0.0,45.0,1.4375,59.0,4.0
297,0.0,0.0,0.0,0.6816,0.0,0.0,0.0,6.833333333,0.0,0.0,0.375,59.0,9.0
298,0.0,0.0,0.0,0.6816,0.0,0.0,0.0,10.13043478,0.0,0.0,0.0,59.0,29.0
299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,1.0,14.0
300,0.0,0.0,0.0,0.0,9.754692307,0.0,0.0,6.470588235,0.0,0.0,0.0,89.0,14.0
301,0.0,0.0,0.0,0.0,9.754692307,0.0,0.0,9.0,2.038461538,0.0,0.0,106.0,15.0
302,0.0,0.0,0.0,0.0,9.754692307,1.7032,0.0,1.3,2.2,0.0,0.0,175.0,14.0
303,0.0,0.0,0.0,0.0,9.802107895,0.0,0.0,0.0,2.173913043,0.0,0.0,208.0,14.0
304,0.0,0.0,0.0,0.0,9.691280701,0.0,0.0,0.0,2.090909091,0.0,0.0,209.0,14.0
305,0.0,0.0,0.0,0.0,9.650824562,0.0,0.0,0.0,2.105263158,0.0,0.0,206.0,14.0
306,0.0,0.0,0.0,0.0,9.777128947,0.0,0.0,0.0,1.421052632,0.0,0.0,162.0,15.0
307,0.0,0.0,0.0,0.0,9.760842105,0.0,0.0,0.0,1.333333333,0.0,0.0,199.0,14.0
308,0.0,0.0,0.0,0.0,9.695684211,0.0,0.0,0.0,0.84,0.0,0.0,179.0,14.0
309,0.0,0.0,0.0,0.0,9.776126316,0.0,0.0,0.35,0.363636364,0.0,0.0,179.0,14.0
310,0.0,0.0,0.0,0.0,9.587992105,0.0,0.0,0.0,0.166666667,0.0,0.0,3.0,6.0
311,0.0,0.0,0.0,0.0,9.757166667,0.0,0.0,0.0,0.3125,0.0,0.0,200.0,5.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.047619048,0.0,0.0,0.0,201.0,8.0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.30434783,0.47826087,0.0,0.0,177.0,8.0
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.375,1.28,0.0,0.0,80.0,7.0
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.230769231,0.0,0.0,66.0,5.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111111111,34.11764706,0.0,0.0,46.0,4.0
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391304348,32.42857143,0.0,0.0,30.0,3.0
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,26.35,309.4210526,0.0,23.0,2.0
319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,23.5625,0.0,0.0,21.0,6.0
320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.82608696,1.045454545,0.0,0.0,16.0,153.0
321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15384615,1.44,0.0,0.0,14.0,171.0
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07407407,0.0,0.0,0.0,15.0,164.0
323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55555556,0.0,0.0,5.058823529,1.0,163.0
324,0.0,0.0,0.0,0.0,9.587992105,0.0,0.0,0.76,0.0,0.0,4.84,39.0,164.0
325,0.0,0.0,0.0,0.0,9.757166667,0.0,0.0,0.0,0.0,0.0,0.0,74.0,159.0
326,0.0,0.0,0.0,0.0,5.004871212,0.0,0.0,0.3,0.0,0.0,0.0,102.0,159.0
327,0.0,0.0,0.0,0.0,4.910809524,0.0,0.0,2.04,0.0,0.0,0.0,113.0,158.0
328,0.0,0.0,0.0,0.0,4.863090909,0.0,0.0,0.333333333,0.0,0.0,0.0,109.0,156.0
329,0.0,0.0,0.0,0.0,4.910190476,0.0,0.0,0.0,0.0,0.0,0.0,94.0,32.0
330,0.0,0.0,0.0,0.0,4.86280952380952,0.0,0.0,0.0,0.0,0.0,0.0,97.0,36.0
331,0.0,0.0,0.0,0.0,4.90340909090909,0.0,0.0,0.0,0.0,0.0,0.0,96.0,35.0
332,0.0,0.0,0.0,0.0,4.93140909090909,0.0,0.0,0.0,0.0,0.0,0.0,159.0,37.0
333,0.0,0.0,0.0,0.0,4.80971428571429,0.0,0.0,0.0,0.0,0.0,0.0,222.0,36.0
334,0.0,0.0,0.0,0.0,4.87585714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0
335,0.0,0.0,0.0,0.0,4.018004329004328,0.0,0.0,0.0,0.0,0.0,0.0,245.0,31.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,29.0
337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80769230769231,0.0,0.0,0.0,188.0,29.0
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.90909090909091,0.0,0.0,0.0,186.0,29.0
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8571428571429,0.0,0.0,0.0,205.0,2.0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5416666666667,0.0,0.0,0.0,190.0,29.0
341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44444444444444,0.0,0.0,0.0,171.0,41.0
342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18181818181818,0.0,0.0,0.0,150.0,40.0
343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,137.0,41.0
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58333333333333,0.0,0.0,0.0,133.0,41.0
345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,131.0,41.0
346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26315789473684,0.368421052631579,0.0,0.0,129.0,41.0
347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9545454545455,1.85714285714286,0.0,0.0,0.0,41.0
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36363636363636,0.0,0.0,0.0,54.0,42.0
349,0.0,0.0,0.0,0.0,11.64448809523809,0.0,0.104166666666667,0.315789473684211,0.0,0.0,0.0,127.0,42.0
350,0.0,0.0,0.0,0.0,9.74900877192983,0.0,0.0,0.0,0.0,0.0,0.0,142.0,41.0
351,0.0,0.0,0.0,0.0,9.74625,0.0,0.0,0.0,0.0,0.0,0.0,234.0,40.0
352,0.0,0.0,0.0,0.0,9.681249999999999,0.0,0.0,0.0,0.0,0.0,0.0,214.0,3.0
353,0.0,0.0,0.0,0.0,9.68147368421053,0.0,0.0,0.0,0.0,0.0,0.0,218.0,24.0
354,0.0,0.0,0.0,0.0,9.71738636363636,0.0,0.0,0.0,0.0,0.0,0.0,227.0,41.0
355,0.0,0.0,0.0,0.0,9.702033333333329,0.0,0.0,0.0,0.0,0.0,0.0,219.0,47.0
356,0.0,0.0,0.0,0.0,9.7751052631579,0.0,0.0,0.0,0.0,0.0,0.0,154.0,43.0
357,0.0,0.0,0.0,0.0,9.76787719298246,0.0,0.0,0.0,0.0,0.0,0.0,89.0,68.0
358,0.0,0.0,0.0,0.0,9.80905,0.0,0.0,0.0,0.0,0.0,0.0,3.0,83.0
359,0.0,0.0,0.0,0.0,8.38327403846154,0.0,0.0,0.0,0.0,0.0,0.0,179.0,30.0
360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,42.0
361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11538461538462,0.0,0.0,0.0,144.0,37.0
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8461538461538,0.0,0.0,0.0,133.0,35.0
363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0909090909091,0.0,0.0,0.0,181.0,0.0
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04347826086957,0.0,0.0,0.0,164.0,22.0
365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58333333333333,0.0,0.0,0.0,149.0,28.0
366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,130.0,27.0
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,132.0,27.0
368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3809523809524,0.0,0.0,0.0,130.0,27.0
369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7083333333333,0.0,0.0,0.0,126.0,28.0
370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,105.0,27.0
371,0.0,0.0,0.0,0.0,0.7112428571428571,0.0,0.0,16.0416666666667,0.91304347826087,1.17391304347826,0.739130434782609,3.0,27.0
372,0.0,0.569291666666667,0.569291666666667,0.0,0.939157142857143,0.644204761904762,0.0,18.5238095238095,0.761904761904762,5.14285714285714,2.85714285714286,96.0,28.0
373,0.0,0.0,0.0,0.0,2.517032894736842,0.523631578947368,0.0,7.5,0.0,1.875,3.0,261.0,28.0
374,0.0,0.0,0.0,0.0,5.306555555555554,0.0,1.88378571428571,1.11111111111111,0.0,0.0,2.25925925925926,98.0,27.0
375,0.0,0.0,0.0,0.0,5.351259740259745,0.038,0.0,1.52380952380952,0.0,0.0,1.40909090909091,49.0,26.0
376,0.0,0.0,0.0,0.0,5.390950549450553,0.0,0.0,1.4,0.0,0.0,0.04,35.0,1.0
377,0.0,0.0,0.0,0.0,5.315109890109891,0.0,0.0,2.66666666666667,0.0,0.0,0.0,26.0,33.0
378,0.0,0.0,0.0,0.0,5.348455128205127,0.0,0.0,1.92307692307692,0.0,0.0,0.0,106.0,43.0
379,0.0,0.0,0.0,0.0,5.287300699300695,0.0,0.0,1.42105263157895,0.0,0.0,0.0,115.0,75.0
380,0.0,0.0,0.0,0.0,5.417814102564103,0.0,0.0,1.29166666666667,0.0,0.0,0.416666666666667,107.0,74.0
381,0.0,0.0,0.0,0.0,5.469916666666663,0.0,0.0,1.46153846153846,0.0,0.0,0.6,99.0,51.0
382,0.0,0.0,0.0,0.0,5.353602564102569,0.0,0.0,1.33333333333333,0.0,0.0,0.0,1.0,36.0
383,0.0,0.0,0.0,0.0,3.4925000000000006,1.89218181818182,0.0,7.8,0.0,0.0,0.0,155.0,31.0
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5217391304348,0.0,0.0,0.0,172.0,41.0
385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8181818181818,2.77272727272727,0.0,0.0,149.0,51.0
386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4444444444444,6.61111111111111,0.0,0.0,155.0,62.0
387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59090909090909,7.14285714285714,0.0,0.0,162.0,1.0
388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.952380952381,4.90476190476191,4.04545454545455,0.0,157.0,182.0
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56,0.04,4.08,0.0,152.0,183.0
390,0.0,0.0,0.0,0.0,0.0,0.431166666666667,0.0,6.375,0.5625,0.125,0.0,140.0,179.0
391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5416666666667,0.0,0.0,0.0,128.0,178.0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2692307692308,0.0,1.57692307692308,0.0,126.0,179.0
393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7407407407407,0.0,0.111111111111111,0.0,120.0,181.0
394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45833333333333,0.0,0.0,0.0,114.0,180.0
395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42105263157895,0.0,6.5,0.45,2.0,177.0
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125,0.0,0.739130434782609,1.8695652173913,29.0,177.0
397,0.0,0.0,0.0,0.0,9.77433333333334,0.0,0.0,8.33333333333333,0.0,0.0,0.0,93.0,179.0
398,0.0,0.0,0.0,0.0,9.68713333333333,0.0,0.0,9.56,0.0,0.0,0.0,110.0,177.0
399,0.0,0.0,0.0,0.0,9.60534085213032,0.0,0.0,9.78260869565217,0.0,0.0,0.0,118.0,177.0
400,0.0,0.0,0.0,0.0,9.75404761904762,0.0,0.0,10.375,0.0,0.0,0.0,168.0,177.0
401,0.0,0.0,0.0,0.0,9.85810263157895,0.0,0.0,10.125,0.0,0.0,0.0,129.0,200.0
402,0.0,0.0,0.0,0.0,9.771105263157889,0.0,0.0,5.55555555555556,0.0,0.0,0.0,126.0,60.0
403,0.0,0.0,0.0,0.0,9.72336315789474,0.0,0.0,4.54166666666667,0.0,0.0,0.0,90.0,32.0
404,0.0,0.0,0.0,0.0,9.57891812865497,0.0,0.0,3.28571428571429,0.0,0.0,0.0,71.0,30.0
405,0.122909090909091,0.0,0.0,0.0,9.71058823529412,0.0,0.0,4.04,10.3333333333333,0.0,0.0,79.0,37.0
406,0.0,0.0,0.0,0.0,9.70836842105263,0.0,0.0,4.31034482758621,2.51724137931034,0.0,0.0,69.0,38.0
407,0.207190476190476,0.0,0.0,0.0,6.94638181818182,0.0,0.0,6.88461538461539,0.0,0.0,0.0,169.0,29.0
408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.56,1.5,0.0,0.0,178.0,28.0
409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5172413793103,1.92857142857143,1.89285714285714,0.0,159.0,31.0
410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52173913043478,1.43478260869565,1.95833333333333,0.0,154.0,34.0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6666666666667,0.0833333333333333,2.0,0.0,150.0,7.0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,3.6,1.88,0.0,131.0,241.0
413,0.0,0.0,0.0,0.151345238095238,0.0,0.0,0.0,11.3846153846154,3.6,2.0,0.0,122.0,236.0
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8636363636364,0.0,2.08695652173913,0.0,118.0,232.0
415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,1.29166666666667,0.0,85.0,228.0
416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.05263157894737,0.0,118.0,226.0
417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25925925925926,1.92,1.19230769230769,0.0,118.0,227.0
418,0.0,0.0,0.0,0.503188405797102,0.0,0.0,0.0,18.08,5.92,0.0,0.0,117.0,225.0
419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.76470588235294,3.75,0.823529411764706,33.0,227.0
420,0.0,0.0,0.0,0.0,11.57785,0.0,0.0,5.36,0.173913043478261,2.08333333333333,0.0869565217391304,34.0,226.0
421,0.0,0.0,0.0,0.0,14.809057142857142,0.0,0.0,12.9565217391304,0.0,0.0,0.0,172.0,224.0
422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4444444444444,2.11111111111111,0.0,0.0,175.0,227.0
423,0.0,0.0,0.0,0.0,9.948649999999999,0.0114545454545455,0.0,13.4210526315789,0.578947368421053,0.0,0.0,147.0,223.0
424,0.0,0.0,0.0,0.0,9.75703759398497,0.0,0.0,13.3,0.0,0.0,0.0,188.0,2.0
425,0.0,0.0,0.0,0.0,9.70868095238095,0.0,0.0,9.76470588235294,0.0,0.0,0.0,207.0,10.0
426,0.0,0.0,0.0,0.0,9.66028421052632,0.0,0.0,7.91304347826087,0.0,0.0,0.0,226.0,10.0
427,0.0,0.0,0.0,0.0,9.78054385964912,0.0,0.0,5.52173913043478,0.0,0.0,0.0,185.0,15.0
428,0.0,0.0,0.0,0.0,9.67945,0.0,0.0,2.75,0.0,0.0,0.0,190.0,20.0
429,0.0,0.0,0.0,0.0,9.667945887445882,0.0,0.0,0.0,0.0,0.0,0.0,180.0,13.0
430,0.0988181818181818,0.0,0.0,0.0,9.693888888888889,0.0653636363636364,0.0,0.68,0.0,0.0,0.0,170.0,8.0
431,0.0,0.0,0.0,0.0,7.40626666666666,0.15935,0.0,6.749,0.0,0.0,0.0,105.0,0.0
432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.633,6.732,0.493,0.0,86.0,1.0
433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.701,7.463,14.025,0.0,56.0,0.0
434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.718,1.649,12.053,0.0,115.0,0.0
435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.032,0.187000000000001,4.624,0.0,174.0,0.0
436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.072,0.0,0.0,0.0,158.0,28.0
437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.073,0.0,0.0,0.0,141.0,30.0
438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.55,0.0,0.0,0.0,108.0,29.0
439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6659999999999,0.0,0.0,0.0,122.0,27.0
440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.167,28.39,0.0,0.0,118.0,27.0
441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.652,0.0,0.0,117.0,28.0
442,0.4,0.0,0.0,0.1315,0.0,0.0,0.0,0.0,9.77499999999998,0.543999999999997,2.397,55.0,27.0
443,0.4,0.0,0.0,2.311,0.0,0.0,0.0,0.0,14.977,0.0,0.102,52.0,27.0
444,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54499999999996,0.0,0.0,90.0,28.0
445,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14600000000002,0.0,0.748,60.0,28.0
446,0.0,0.0,0.0,0.0,9.68154545454545,0.6855,0.0,0.0,5.57600000000002,0.0,2.55,77.0,27.0
